userid, idIoTagent, quality, 400, sample_timestamp, 09:13:08, received timestamp, 16/06:13:11, Message length, 20.867
userid, idIoTagent, quality, 402, sample_timestamp, 09:15:02, received timestamp, 16/06:15:03, Message length, 20.867
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:04, received timestamp, 16/06:15:10, Message length, 20.933
userid, idIoTagent, quality, 409, sample_timestamp, 09:15:05, received timestamp, 16/06:15:10, Message length, 20.933
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:07, received timestamp, 16/06:15:10, Message length, 20.933
userid, idIoTagent, quality, 406, sample_timestamp, 09:15:08, received timestamp, 16/06:15:10, Message length, 20.933
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:10, received timestamp, 16/06:15:10, Message length, 20.933
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:11, received timestamp, 16/06:15:19, Message length, 23.091
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:13, received timestamp, 16/06:15:19, Message length, 23.091
userid, idIoTagent, quality, 402, sample_timestamp, 09:15:14, received timestamp, 16/06:15:19, Message length, 23.091
userid, idIoTagent, quality, 401, sample_timestamp, 09:15:16, received timestamp, 16/06:15:19, Message length, 23.091
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:18, received timestamp, 16/06:15:19, Message length, 23.091
userid, idIoTagent, quality, 415, sample_timestamp, 09:15:20, received timestamp, 16/06:15:31, Message length, 22.417
userid, idIoTagent, quality, 401, sample_timestamp, 09:15:23, received timestamp, 16/06:15:31, Message length, 22.417
userid, idIoTagent, quality, 418, sample_timestamp, 09:15:25, received timestamp, 16/06:15:31, Message length, 22.417
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:28, received timestamp, 16/06:15:31, Message length, 22.417
userid, idIoTagent, quality, 401, sample_timestamp, 09:15:30, received timestamp, 16/06:15:31, Message length, 22.417
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:33, received timestamp, 16/06:15:41, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:36, received timestamp, 16/06:15:41, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:37, received timestamp, 16/06:15:41, Message length, 23.0
userid, idIoTagent, quality, 403, sample_timestamp, 09:15:39, received timestamp, 16/06:15:41, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 09:15:40, received timestamp, 16/06:15:41, Message length, 23.0
userid, idIoTagent, quality, 410, sample_timestamp, 09:20:24, received timestamp, 16/06:20:28, Message length, 20.0
userid, idIoTagent, quality, 400, sample_timestamp, 09:20:25, received timestamp, 16/06:20:28, Message length, 20.0
userid, idIoTagent, quality, 413, sample_timestamp, 09:20:26, received timestamp, 16/06:20:28, Message length, 20.0
userid, idIoTagent, quality, 416, sample_timestamp, 09:20:27, received timestamp, 16/06:20:28, Message length, 20.0
userid, idIoTagent, quality, 407, sample_timestamp, 09:20:28, received timestamp, 16/06:20:28, Message length, 20.0
userid, idIoTagent, quality, 425, sample_timestamp, 09:20:29, received timestamp, 16/06:20:34, Message length, 20.733
userid, idIoTagent, quality, 416, sample_timestamp, 09:20:30, received timestamp, 16/06:20:34, Message length, 20.733
userid, idIoTagent, quality, 408, sample_timestamp, 09:20:31, received timestamp, 16/06:20:34, Message length, 20.733
userid, idIoTagent, quality, 417, sample_timestamp, 09:20:32, received timestamp, 16/06:20:34, Message length, 20.733
userid, idIoTagent, quality, 423, sample_timestamp, 09:20:33, received timestamp, 16/06:20:34, Message length, 20.733
userid, idIoTagent, quality, 430, sample_timestamp, 09:20:34, received timestamp, 16/06:20:40, Message length, 20.867
userid, idIoTagent, quality, 436, sample_timestamp, 09:20:35, received timestamp, 16/06:20:40, Message length, 20.867
userid, idIoTagent, quality, 423, sample_timestamp, 09:20:37, received timestamp, 16/06:20:40, Message length, 20.867
userid, idIoTagent, quality, 416, sample_timestamp, 09:20:38, received timestamp, 16/06:20:40, Message length, 20.867
userid, idIoTagent, quality, 417, sample_timestamp, 09:20:39, received timestamp, 16/06:20:40, Message length, 20.867
userid, idIoTagent, quality, 434, sample_timestamp, 09:20:41, received timestamp, 16/06:20:47, Message length, 20.867
userid, idIoTagent, quality, 422, sample_timestamp, 09:20:42, received timestamp, 16/06:20:47, Message length, 20.867
userid, idIoTagent, quality, 406, sample_timestamp, 09:20:44, received timestamp, 16/06:20:47, Message length, 20.867
userid, idIoTagent, quality, 413, sample_timestamp, 09:20:45, received timestamp, 16/06:20:47, Message length, 20.867
userid, idIoTagent, quality, 420, sample_timestamp, 09:20:47, received timestamp, 16/06:20:47, Message length, 20.867
userid, idIoTagent, quality, 415, sample_timestamp, 09:20:48, received timestamp, 16/06:20:56, Message length, 21.5
userid, idIoTagent, quality, 422, sample_timestamp, 09:20:49, received timestamp, 16/06:20:56, Message length, 21.5
userid, idIoTagent, quality, 404, sample_timestamp, 09:20:51, received timestamp, 16/06:20:56, Message length, 21.5
userid, idIoTagent, quality, 417, sample_timestamp, 09:20:53, received timestamp, 16/06:20:56, Message length, 21.5
userid, idIoTagent, quality, 436, sample_timestamp, 09:20:55, received timestamp, 16/06:20:56, Message length, 21.5
userid, idIoTagent, quality, 402, sample_timestamp, 09:35:01, received timestamp, 16/06:35:05, Message length, 20.8
userid, idIoTagent, quality, 416, sample_timestamp, 09:35:02, received timestamp, 16/06:35:05, Message length, 20.8
userid, idIoTagent, quality, 405, sample_timestamp, 09:35:02, received timestamp, 16/06:35:05, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:35:03, received timestamp, 16/06:35:05, Message length, 20.8
userid, idIoTagent, quality, 416, sample_timestamp, 09:35:04, received timestamp, 16/06:35:05, Message length, 20.8
userid, idIoTagent, quality, 408, sample_timestamp, 09:35:05, received timestamp, 16/06:35:10, Message length, 20.867
userid, idIoTagent, quality, 400, sample_timestamp, 09:35:06, received timestamp, 16/06:35:10, Message length, 20.867
userid, idIoTagent, quality, 400, sample_timestamp, 09:35:07, received timestamp, 16/06:35:10, Message length, 20.867
userid, idIoTagent, quality, 403, sample_timestamp, 09:35:08, received timestamp, 16/06:35:10, Message length, 20.867
userid, idIoTagent, quality, 400, sample_timestamp, 09:35:10, received timestamp, 16/06:35:10, Message length, 20.867
userid, idIoTagent, quality, 406, sample_timestamp, 09:35:11, received timestamp, 16/06:35:17, Message length, 20.8
userid, idIoTagent, quality, 413, sample_timestamp, 09:35:12, received timestamp, 16/06:35:17, Message length, 20.8
userid, idIoTagent, quality, 404, sample_timestamp, 09:35:13, received timestamp, 16/06:35:17, Message length, 20.8
userid, idIoTagent, quality, 416, sample_timestamp, 09:35:14, received timestamp, 16/06:35:17, Message length, 20.8
userid, idIoTagent, quality, 421, sample_timestamp, 09:35:16, received timestamp, 16/06:35:17, Message length, 20.8
userid, idIoTagent, quality, 404, sample_timestamp, 09:35:17, received timestamp, 16/06:35:23, Message length, 20.733
userid, idIoTagent, quality, 412, sample_timestamp, 09:35:19, received timestamp, 16/06:35:23, Message length, 20.733
userid, idIoTagent, quality, 431, sample_timestamp, 09:35:20, received timestamp, 16/06:35:23, Message length, 20.733
userid, idIoTagent, quality, 410, sample_timestamp, 09:35:21, received timestamp, 16/06:35:23, Message length, 20.733
userid, idIoTagent, quality, 400, sample_timestamp, 09:35:23, received timestamp, 16/06:35:23, Message length, 20.733
userid, idIoTagent, quality, 404, sample_timestamp, 09:35:24, received timestamp, 16/06:35:27, Message length, 20.867
userid, idIoTagent, quality, 408, sample_timestamp, 09:35:24, received timestamp, 16/06:35:27, Message length, 20.867
userid, idIoTagent, quality, 404, sample_timestamp, 09:35:25, received timestamp, 16/06:35:27, Message length, 20.867
userid, idIoTagent, quality, 410, sample_timestamp, 09:35:26, received timestamp, 16/06:35:27, Message length, 20.867
userid, idIoTagent, quality, 413, sample_timestamp, 09:35:27, received timestamp, 16/06:35:27, Message length, 20.867
userid, idIoTagent, quality, 412, sample_timestamp, 09:35:28, received timestamp, 16/06:35:32, Message length, 20.867
userid, idIoTagent, quality, 418, sample_timestamp, 09:35:28, received timestamp, 16/06:35:32, Message length, 20.867
userid, idIoTagent, quality, 408, sample_timestamp, 09:35:29, received timestamp, 16/06:35:32, Message length, 20.867
userid, idIoTagent, quality, 406, sample_timestamp, 09:35:30, received timestamp, 16/06:35:32, Message length, 20.867
userid, idIoTagent, quality, 408, sample_timestamp, 09:35:31, received timestamp, 16/06:35:32, Message length, 20.867
userid, idIoTagent, quality, 417, sample_timestamp, 09:35:32, received timestamp, 16/06:35:38, Message length, 20.8
userid, idIoTagent, quality, 415, sample_timestamp, 09:35:34, received timestamp, 16/06:35:38, Message length, 20.8
userid, idIoTagent, quality, 409, sample_timestamp, 09:35:35, received timestamp, 16/06:35:38, Message length, 20.8
userid, idIoTagent, quality, 408, sample_timestamp, 09:35:36, received timestamp, 16/06:35:38, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:35:37, received timestamp, 16/06:35:38, Message length, 20.8
userid, idIoTagent, quality, 409, sample_timestamp, 09:35:38, received timestamp, 16/06:35:45, Message length, 20.8
userid, idIoTagent, quality, 401, sample_timestamp, 09:35:40, received timestamp, 16/06:35:45, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:35:41, received timestamp, 16/06:35:45, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:35:42, received timestamp, 16/06:35:45, Message length, 20.8
userid, idIoTagent, quality, 406, sample_timestamp, 09:35:44, received timestamp, 16/06:35:45, Message length, 20.8
userid, idIoTagent, quality, 416, sample_timestamp, 09:37:10, received timestamp, 16/06:37:14, Message length, 20.8
userid, idIoTagent, quality, 415, sample_timestamp, 09:37:11, received timestamp, 16/06:37:14, Message length, 20.8
userid, idIoTagent, quality, 417, sample_timestamp, 09:37:12, received timestamp, 16/06:37:14, Message length, 20.8
userid, idIoTagent, quality, 411, sample_timestamp, 09:37:13, received timestamp, 16/06:37:14, Message length, 20.8
userid, idIoTagent, quality, 408, sample_timestamp, 09:37:14, received timestamp, 16/06:37:14, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:37:14, received timestamp, 16/06:37:19, Message length, 20.867
userid, idIoTagent, quality, 400, sample_timestamp, 09:37:16, received timestamp, 16/06:37:19, Message length, 20.867
userid, idIoTagent, quality, 408, sample_timestamp, 09:37:17, received timestamp, 16/06:37:19, Message length, 20.867
userid, idIoTagent, quality, 405, sample_timestamp, 09:37:18, received timestamp, 16/06:37:19, Message length, 20.867
userid, idIoTagent, quality, 400, sample_timestamp, 09:37:19, received timestamp, 16/06:37:19, Message length, 20.867
userid, idIoTagent, quality, 414, sample_timestamp, 09:37:20, received timestamp, 16/06:37:26, Message length, 20.867
userid, idIoTagent, quality, 421, sample_timestamp, 09:37:21, received timestamp, 16/06:37:26, Message length, 20.867
userid, idIoTagent, quality, 421, sample_timestamp, 09:37:22, received timestamp, 16/06:37:26, Message length, 20.867
userid, idIoTagent, quality, 424, sample_timestamp, 09:37:24, received timestamp, 16/06:37:26, Message length, 20.867
userid, idIoTagent, quality, 416, sample_timestamp, 09:37:25, received timestamp, 16/06:37:26, Message length, 20.867
userid, idIoTagent, quality, 413, sample_timestamp, 09:37:26, received timestamp, 16/06:37:32, Message length, 20.867
userid, idIoTagent, quality, 418, sample_timestamp, 09:37:28, received timestamp, 16/06:37:32, Message length, 20.867
userid, idIoTagent, quality, 413, sample_timestamp, 09:37:29, received timestamp, 16/06:37:32, Message length, 20.867
userid, idIoTagent, quality, 417, sample_timestamp, 09:37:31, received timestamp, 16/06:37:32, Message length, 20.867
userid, idIoTagent, quality, 433, sample_timestamp, 09:37:32, received timestamp, 16/06:37:32, Message length, 20.867
userid, idIoTagent, quality, 440, sample_timestamp, 09:37:33, received timestamp, 16/06:37:36, Message length, 20.8
userid, idIoTagent, quality, 439, sample_timestamp, 09:37:34, received timestamp, 16/06:37:36, Message length, 20.8
userid, idIoTagent, quality, 416, sample_timestamp, 09:37:34, received timestamp, 16/06:37:36, Message length, 20.8
userid, idIoTagent, quality, 420, sample_timestamp, 09:37:35, received timestamp, 16/06:37:36, Message length, 20.8
userid, idIoTagent, quality, 426, sample_timestamp, 09:37:36, received timestamp, 16/06:37:36, Message length, 20.8
userid, idIoTagent, quality, 435, sample_timestamp, 09:37:37, received timestamp, 16/06:37:41, Message length, 20.867
userid, idIoTagent, quality, 432, sample_timestamp, 09:37:38, received timestamp, 16/06:37:41, Message length, 20.867
userid, idIoTagent, quality, 425, sample_timestamp, 09:37:39, received timestamp, 16/06:37:41, Message length, 20.867
userid, idIoTagent, quality, 431, sample_timestamp, 09:37:40, received timestamp, 16/06:37:41, Message length, 20.867
userid, idIoTagent, quality, 422, sample_timestamp, 09:37:41, received timestamp, 16/06:37:41, Message length, 20.867
userid, idIoTagent, quality, 436, sample_timestamp, 09:37:42, received timestamp, 16/06:37:47, Message length, 20.867
userid, idIoTagent, quality, 435, sample_timestamp, 09:37:43, received timestamp, 16/06:37:47, Message length, 20.867
userid, idIoTagent, quality, 436, sample_timestamp, 09:37:44, received timestamp, 16/06:37:47, Message length, 20.867
userid, idIoTagent, quality, 439, sample_timestamp, 09:37:45, received timestamp, 16/06:37:47, Message length, 20.867
userid, idIoTagent, quality, 433, sample_timestamp, 09:37:46, received timestamp, 16/06:37:47, Message length, 20.867
userid, idIoTagent, quality, 417, sample_timestamp, 09:37:48, received timestamp, 16/06:37:54, Message length, 20.8
userid, idIoTagent, quality, 426, sample_timestamp, 09:37:49, received timestamp, 16/06:37:54, Message length, 20.8
userid, idIoTagent, quality, 440, sample_timestamp, 09:37:50, received timestamp, 16/06:37:54, Message length, 20.8
userid, idIoTagent, quality, 417, sample_timestamp, 09:37:52, received timestamp, 16/06:37:54, Message length, 20.8
userid, idIoTagent, quality, 422, sample_timestamp, 09:37:53, received timestamp, 16/06:37:54, Message length, 20.8
userid, idIoTagent, quality, 426, sample_timestamp, 09:37:56, received timestamp, 16/06:38:23, Message length, 22.818
userid, idIoTagent, quality, 419, sample_timestamp, 09:38:01, received timestamp, 16/06:38:23, Message length, 22.818
userid, idIoTagent, quality, 410, sample_timestamp, 09:38:07, received timestamp, 16/06:38:23, Message length, 22.818
userid, idIoTagent, quality, 404, sample_timestamp, 09:38:14, received timestamp, 16/06:38:23, Message length, 22.818
userid, idIoTagent, quality, 400, sample_timestamp, 09:38:23, received timestamp, 16/06:38:23, Message length, 22.818
userid, idIoTagent, quality, 431, sample_timestamp, 09:38:27, received timestamp, 16/06:38:54, Message length, 23.0
userid, idIoTagent, quality, 410, sample_timestamp, 09:38:33, received timestamp, 16/06:38:54, Message length, 23.0
userid, idIoTagent, quality, 409, sample_timestamp, 09:38:41, received timestamp, 16/06:38:54, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 09:38:49, received timestamp, 16/06:38:54, Message length, 23.0
userid, idIoTagent, quality, 421, sample_timestamp, 09:38:53, received timestamp, 16/06:38:54, Message length, 23.0
userid, idIoTagent, quality, 410, sample_timestamp, 09:39:42, received timestamp, 16/06:39:52, Message length, 20.8
userid, idIoTagent, quality, 401, sample_timestamp, 09:39:44, received timestamp, 16/06:39:52, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:39:46, received timestamp, 16/06:39:52, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:39:49, received timestamp, 16/06:39:52, Message length, 20.8
userid, idIoTagent, quality, 408, sample_timestamp, 09:39:51, received timestamp, 16/06:39:52, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:39:54, received timestamp, 16/06:40:04, Message length, 20.733
userid, idIoTagent, quality, 400, sample_timestamp, 09:39:56, received timestamp, 16/06:40:04, Message length, 20.733
userid, idIoTagent, quality, 415, sample_timestamp, 09:39:59, received timestamp, 16/06:40:04, Message length, 20.733
userid, idIoTagent, quality, 400, sample_timestamp, 09:40:01, received timestamp, 16/06:40:04, Message length, 20.733
userid, idIoTagent, quality, 405, sample_timestamp, 09:40:04, received timestamp, 16/06:40:04, Message length, 20.733
userid, idIoTagent, quality, 411, sample_timestamp, 09:40:06, received timestamp, 16/06:40:18, Message length, 20.8
userid, idIoTagent, quality, 412, sample_timestamp, 09:40:09, received timestamp, 16/06:40:18, Message length, 20.8
userid, idIoTagent, quality, 411, sample_timestamp, 09:40:12, received timestamp, 16/06:40:18, Message length, 20.8
userid, idIoTagent, quality, 415, sample_timestamp, 09:40:15, received timestamp, 16/06:40:18, Message length, 20.8
userid, idIoTagent, quality, 414, sample_timestamp, 09:40:18, received timestamp, 16/06:40:18, Message length, 20.8
userid, idIoTagent, quality, 418, sample_timestamp, 09:40:20, received timestamp, 16/06:40:32, Message length, 20.8
userid, idIoTagent, quality, 424, sample_timestamp, 09:40:23, received timestamp, 16/06:40:32, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 09:40:26, received timestamp, 16/06:40:32, Message length, 20.8
userid, idIoTagent, quality, 434, sample_timestamp, 09:40:29, received timestamp, 16/06:40:32, Message length, 20.8
userid, idIoTagent, quality, 408, sample_timestamp, 09:40:32, received timestamp, 16/06:40:32, Message length, 20.8
userid, idIoTagent, quality, 403, sample_timestamp, 09:40:34, received timestamp, 16/06:40:44, Message length, 20.8
userid, idIoTagent, quality, 423, sample_timestamp, 09:40:37, received timestamp, 16/06:40:44, Message length, 20.8
userid, idIoTagent, quality, 408, sample_timestamp, 09:40:39, received timestamp, 16/06:40:44, Message length, 20.8
userid, idIoTagent, quality, 416, sample_timestamp, 09:40:41, received timestamp, 16/06:40:44, Message length, 20.8
userid, idIoTagent, quality, 418, sample_timestamp, 09:40:43, received timestamp, 16/06:40:44, Message length, 20.8
userid, idIoTagent, quality, 424, sample_timestamp, 09:40:46, received timestamp, 16/06:40:56, Message length, 20.667
userid, idIoTagent, quality, 413, sample_timestamp, 09:40:48, received timestamp, 16/06:40:56, Message length, 20.667
userid, idIoTagent, quality, 413, sample_timestamp, 09:40:51, received timestamp, 16/06:40:56, Message length, 20.667
userid, idIoTagent, quality, 406, sample_timestamp, 09:40:53, received timestamp, 16/06:40:56, Message length, 20.667
userid, idIoTagent, quality, 406, sample_timestamp, 09:40:56, received timestamp, 16/06:40:56, Message length, 20.667
userid, idIoTagent, quality, 400, sample_timestamp, 09:40:58, received timestamp, 16/06:41:10, Message length, 20.867
userid, idIoTagent, quality, 417, sample_timestamp, 09:41:01, received timestamp, 16/06:41:10, Message length, 20.867
userid, idIoTagent, quality, 416, sample_timestamp, 09:41:03, received timestamp, 16/06:41:10, Message length, 20.867
userid, idIoTagent, quality, 417, sample_timestamp, 09:41:06, received timestamp, 16/06:41:10, Message length, 20.867
userid, idIoTagent, quality, 421, sample_timestamp, 09:41:09, received timestamp, 16/06:41:10, Message length, 20.867
userid, idIoTagent, quality, 432, sample_timestamp, 09:41:12, received timestamp, 16/06:41:24, Message length, 20.867
userid, idIoTagent, quality, 438, sample_timestamp, 09:41:14, received timestamp, 16/06:41:24, Message length, 20.867
userid, idIoTagent, quality, 436, sample_timestamp, 09:41:17, received timestamp, 16/06:41:24, Message length, 20.867
userid, idIoTagent, quality, 445, sample_timestamp, 09:41:20, received timestamp, 16/06:41:24, Message length, 20.867
userid, idIoTagent, quality, 465, sample_timestamp, 09:41:23, received timestamp, 16/06:41:24, Message length, 20.867
userid, idIoTagent, quality, 400, sample_timestamp, 09:42:28, received timestamp, 16/06:42:38, Message length, 20.867
userid, idIoTagent, quality, 421, sample_timestamp, 09:42:31, received timestamp, 16/06:42:38, Message length, 20.867
userid, idIoTagent, quality, 424, sample_timestamp, 09:42:33, received timestamp, 16/06:42:38, Message length, 20.867
userid, idIoTagent, quality, 423, sample_timestamp, 09:42:35, received timestamp, 16/06:42:38, Message length, 20.867
userid, idIoTagent, quality, 425, sample_timestamp, 09:42:38, received timestamp, 16/06:42:38, Message length, 20.867
userid, idIoTagent, quality, 440, sample_timestamp, 09:42:40, received timestamp, 16/06:42:51, Message length, 20.8
userid, idIoTagent, quality, 448, sample_timestamp, 09:42:43, received timestamp, 16/06:42:51, Message length, 20.8
userid, idIoTagent, quality, 433, sample_timestamp, 09:42:45, received timestamp, 16/06:42:51, Message length, 20.8
userid, idIoTagent, quality, 417, sample_timestamp, 09:42:48, received timestamp, 16/06:42:51, Message length, 20.8
userid, idIoTagent, quality, 447, sample_timestamp, 09:42:51, received timestamp, 16/06:42:51, Message length, 20.8
userid, idIoTagent, quality, 460, sample_timestamp, 09:42:53, received timestamp, 16/06:43:05, Message length, 20.867
userid, idIoTagent, quality, 461, sample_timestamp, 09:42:56, received timestamp, 16/06:43:05, Message length, 20.867
userid, idIoTagent, quality, 458, sample_timestamp, 09:42:59, received timestamp, 16/06:43:05, Message length, 20.867
userid, idIoTagent, quality, 458, sample_timestamp, 09:43:01, received timestamp, 16/06:43:05, Message length, 20.867
userid, idIoTagent, quality, 461, sample_timestamp, 09:43:04, received timestamp, 16/06:43:05, Message length, 20.867
userid, idIoTagent, quality, 486, sample_timestamp, 09:43:07, received timestamp, 16/06:43:19, Message length, 20.733
userid, idIoTagent, quality, 453, sample_timestamp, 09:43:10, received timestamp, 16/06:43:19, Message length, 20.733
userid, idIoTagent, quality, 469, sample_timestamp, 09:43:13, received timestamp, 16/06:43:19, Message length, 20.733
userid, idIoTagent, quality, 494, sample_timestamp, 09:43:16, received timestamp, 16/06:43:19, Message length, 20.733
userid, idIoTagent, quality, 459, sample_timestamp, 09:43:19, received timestamp, 16/06:43:19, Message length, 20.733
userid, idIoTagent, quality, 468, sample_timestamp, 09:43:21, received timestamp, 16/06:43:31, Message length, 20.8
userid, idIoTagent, quality, 463, sample_timestamp, 09:43:23, received timestamp, 16/06:43:31, Message length, 20.8
userid, idIoTagent, quality, 469, sample_timestamp, 09:43:26, received timestamp, 16/06:43:31, Message length, 20.8
userid, idIoTagent, quality, 474, sample_timestamp, 09:43:28, received timestamp, 16/06:43:31, Message length, 20.8
userid, idIoTagent, quality, 461, sample_timestamp, 09:43:30, received timestamp, 16/06:43:31, Message length, 20.8
userid, idIoTagent, quality, 469, sample_timestamp, 09:43:33, received timestamp, 16/06:43:43, Message length, 20.867
userid, idIoTagent, quality, 452, sample_timestamp, 09:43:35, received timestamp, 16/06:43:43, Message length, 20.867
userid, idIoTagent, quality, 462, sample_timestamp, 09:43:37, received timestamp, 16/06:43:43, Message length, 20.867
userid, idIoTagent, quality, 443, sample_timestamp, 09:43:40, received timestamp, 16/06:43:43, Message length, 20.867
userid, idIoTagent, quality, 454, sample_timestamp, 09:43:42, received timestamp, 16/06:43:43, Message length, 20.867
userid, idIoTagent, quality, 431, sample_timestamp, 09:43:56, received timestamp, 16/06:44:48, Message length, 22.333
userid, idIoTagent, quality, 410, sample_timestamp, 09:44:10, received timestamp, 16/06:44:48, Message length, 22.333
userid, idIoTagent, quality, 416, sample_timestamp, 09:44:23, received timestamp, 16/06:44:48, Message length, 22.333
userid, idIoTagent, quality, 408, sample_timestamp, 09:44:35, received timestamp, 16/06:44:48, Message length, 22.333
userid, idIoTagent, quality, 413, sample_timestamp, 09:44:47, received timestamp, 16/06:44:48, Message length, 22.333
userid, idIoTagent, quality, 407, sample_timestamp, 09:45:01, received timestamp, 16/06:45:43, Message length, 24.0
userid, idIoTagent, quality, 408, sample_timestamp, 09:45:16, received timestamp, 16/06:45:43, Message length, 24.0
userid, idIoTagent, quality, 400, sample_timestamp, 09:45:28, received timestamp, 16/06:45:43, Message length, 24.0
userid, idIoTagent, quality, 413, sample_timestamp, 09:45:40, received timestamp, 16/06:45:43, Message length, 24.0
